// 蓝箱开出物品资料
//
// Structure of Database:
// 群组编号,物品编号,机率

1,501,12	//红色药水
1,936,12	//鳞片皮肤
1,937,12	//毒牙
1,938,12	//粘稠液体
1,939,12	//蜂针
1,940,12	//蝗虫后腿
1,941,12	//牛鼻环
1,942,12	//猴子尾巴
1,943,12	//坚硬外皮
1,944,12	//马蹄
1,945,12	//变身叶子
1,946,12	//蜗牛壳
1,947,12	//硬角
1,948,12	//熊掌
1,949,12	//柔毛
1,950,12	//人鱼之心
1,951,12	//背鳍
1,952,12	//仙人掌刺
1,953,12	//石心
1,954,12	//发亮鳞片
1,955,12	//昆虫外壳
1,956,12	//鳃刺
1,957,12	//亡者指甲
1,958,12	//亡者牙齿
1,959,12	//腐烂鳞片
1,960,12	//钳子
1,961,12	//海螺
1,962,12	//触须
1,963,12	//锐利麟片
1,964,12	//螃蟹外壳
1,965,12	//蛤蜊外壳
1,966,12	//蛤蜊肉
1,967,12	//乌龟外壳
1,968,12	//兽人英雄之证
1,969,12	//黄金
1,970,12	//酒精
1,971,12	//帝特立米药水
1,972,12	//卡勒波迪药水
1,973,12	//中和剂
1,974,12	//混合剂
1,975,12	//红色染料
1,976,12	//黄色染料
1,978,12	//蓝色染料
1,979,12	//绿色染料
1,980,12	//赤色染料
1,981,12	//紫色染料
1,982,12	//白色染料
1,983,12	//黑色染料
1,984,12	//神之金属
1,985,12	//铝
1,986,12	//铁砧
1,987,12	//神之金属铁砧
1,988,12	//黄金铁砧
1,989,12	//华丽金属铁砧
1,990,12	//火灵矿石
1,991,12	//水灵矿石
1,992,12	//风灵矿石
1,993,12	//地灵矿石
1,994,12	//火灵原石
1,995,12	//水灵原石
1,996,12	//风灵原石
1,997,12	//土灵原石
1,998,12	//铁
1,999,12	//钢铁
1,1000,12	//星星的角
1,1001,12	//星星的粉末
1,1002,12	//铁矿石
1,1003,12	//煤矿
1,1004,12	//忠诚之证
1,1005,12	//高级铁砧
1,1006,12	//古魔法书
1,1007,12	//慧眼
1,1008,12	//泯灭之心
1,1009,12	//神之手
1,1010,12	//强化武器金属-级数一
1,1011,12	//强化武器金属-级数二
1,1012,12	//伞蜥颈
1,1013,12	//彩色昆虫外壳
1,1014,12	//蚂蚁下巴
1,1015,12	//细长舌头
1,1016,12	//鼠尾
1,1017,12	//鼠须
1,1018,12	//鼠指甲
1,1019,12	//玛哪树枝
1,1020,12	//长发
1,1021,12	//土人之角
1,1022,12	//狐狸尾巴
1,1023,12	//鱼尾
1,1024,12	//墨汁
1,1025,12	//蜘蛛丝
1,1026,12	//橡实
1,1027,12	//刺猬尖刺
1,1028,12	//野猪毛
1,1029,12	//虎皮
1,1030,12	//虎掌
1,1031,12	//螳螂臂
1,1032,12	//噬人树花
1,1033,12	//噬人树根
1,1034,12	//哥布灵毛
1,1035,12	//龙牙
1,1036,12	//龙鳞
1,1037,12	//龙尾
1,1038,12	//小恶魔角
1,1039,12	//小恶魔翅膀
1,1040,12	//老妖精胡须
1,1041,12	//手提灯
1,1042,12	//昆虫后脚
1,1043,12	//兽人指甲
1,1044,12	//兹诺克之牙
1,1045,12	//圣殿士面具
1,1046,12	//蝎子之钳
1,1047,12	//蛇女之首
1,1048,12	//蛇发
1,1049,12	//韩服
1,1050,12	//血管
1,1051,12	//脑管
1,1052,12	//单细胞
1,1053,12	//人鱼之牙
1,1054,12	//人鱼嘴巴
1,1055,12	//蚯蚓皮
1,1056,12	//黄玉碎片
1,1057,12	//蛾蝶虫翅膀粉末
1,1058,12	//蛾蝶翅膀
1,1059,12	//透明之布
1,1060,12	//金色头发
1,1061,12	//魔女之星沙
1,1062,12	//南瓜头
1,1063,12	//锐利锥子
1,1064,12	//鞭绳
1,1065,12	//设置用陷阱道具
1,1066,12	//天地树枝
1,1067,12	//智慧树枝
1,1068,12	//世界树枝
1,1088,12	//梦罗克水溶液试管
1,1089,12	//斐扬水溶液试管
1,1092,12	//空试管
1,1093,12	//空药瓶
1,1094,12	//短辫子
1,1095,12	//指针
1,1096,12	//圆形外皮
1,1097,12	//破旧书页
1,1098,12	//手铐
1,1099,12	//老旧犯人服
1,1101,6	//长剑
1,1102,6	//长剑
1,1104,6	//圆月刀
1,1105,6	//圆月刀
1,1107,6	//厚刃剑
1,1108,6	//厚刃剑
1,1110,6	//击刺长剑
1,1111,6	//击刺长剑
1,1113,6	//弯刀
1,1114,6	//弯刀
1,1116,3	//武士刀
1,1117,3	//武士刀
1,1119,6	//日本刀
1,1120,6	//日本刀
1,1122,6	//圆柄马刀
1,1123,6	//海东剑
1,1124,6	//兽人刀
1,1125,6	//圆柄马刀
1,1126,6	//骑兵之剑
1,1127,6	//骑兵之剑
1,1128,6	//海东剑
1,1129,6	//水纹之剑
1,1151,3	//双手剑
1,1152,3	//双手剑
1,1154,3	//亚尔特剑
1,1155,3	//亚尔特剑
1,1157,3	//双手巨剑
1,1158,3	//双手巨剑
1,1160,3	//双手重剑
1,1162,3	//双手重剑
1,1163,3	//十字巨剑
1,1201,3	//短剑
1,1202,3	//短剑
1,1204,3	//卡特短剑
1,1205,3	//卡特短剑
1,1207,3	//笨拙短剑
1,1208,3	//笨拙短剑
1,1210,3	//德克短剑
1,1211,3	//德克短剑
1,1213,3	//大驹短剑
1,1214,3	//大驹短剑
1,1216,3	//双刃短剑
1,1217,3	//双刃短剑
1,1219,3	//长柄短剑
1,1220,3	//长柄短剑
1,1222,3	//大马士革短剑
1,1226,3	//大马士革短剑
1,1243,3	//初学者笨拙短剑
1,1250,3	//拳刃
1,1251,3	//拳刃
1,1252,3	//卡塔勒拳刃
1,1253,3	//卡塔勒拳刃
1,1254,3	//秘刃 闇啸
1,1255,3	//秘刃 闇啸
1,1256,3	//冰灵拳刃
1,1257,3	//刺藤拳刃
1,1258,3	//火灵拳刃
1,1259,3	//风灵拳刃
1,1301,3	//斧
1,1302,3	//斧
1,1304,3	//兽人斧
1,1351,3	//巨斧
1,1352,3	//巨斧
1,1354,3	//钢斧
1,1355,3	//钢斧
1,1357,3	//毁灭之斧
1,1358,3	//毁灭之斧
1,1360,3	//双手斧
1,1361,3	//双手斧
1,1401,9	//长戟
1,1402,9	//长戟
1,1404,9	//长矛
1,1405,9	//长矛
1,1407,9	//步兵长矛
1,1408,9	//步兵长矛
1,1410,3	//骑士长矛
1,1411,3	//骑士长矛
1,1451,3	//弯刃长矛
1,1452,3	//弯刃长矛
1,1454,3	//长枪
1,1455,3	//长枪
1,1457,3	//双刃长戟
1,1458,3	//双刃长戟
1,1460,3	//德瑞尹长戟
1,1461,3	//德瑞尹长戟
1,1463,3	//斧锤长矛
1,1464,3	//斧锤长矛
1,1472,3	//灵魂之杖
1,1501,6	//木锤
1,1502,6	//木锤
1,1504,6	//铁锤
1,1505,6	//铁锤
1,1507,6	//思麦斯铁锤
1,1508,6	//思麦斯铁锤
1,1510,6	//流星锤
1,1511,6	//流星锤
1,1513,6	//日星锤
1,1514,6	//日星锤
1,1516,6	//尖刃铁锤
1,1517,6	//尖刃铁锤
1,1519,6	//链锤
1,1520,6	//链锤
1,1522,6	//昏迷之锤
1,1550,3	//书
1,1551,3	//圣言之书
1,1552,3	//智慧石碑
1,1553,3	//水灵之书
1,1554,3	//地灵之书
1,1555,3	//火灵之书
1,1556,3	//风灵之书
1,1558,3	//日记本
1,1601,3	//手杖
1,1602,3	//手杖
1,1604,3	//橡木魔杖
1,1605,3	//橡木魔杖
1,1607,3	//智慧魔杖
1,1608,3	//智慧魔杖
1,1610,3	//言灵魔杖
1,1611,3	//言灵魔杖
1,1613,3	//巫杖 魂咬
1,1614,3	//圣杖 英灵
1,1615,3	//骷髅魔杖
1,1701,3	//弓
1,1702,3	//弓
1,1704,3	//坎普兹弓
1,1705,3	//坎普兹弓
1,1707,3	//克罗伊特弓
1,1708,3	//克罗伊特弓
1,1710,3	//十字弓
1,1711,3	//十字弓
1,1713,3	//亚伯雷弓
1,1714,3	//角弓
1,1715,3	//亚伯雷弓
1,1716,3	//角弓
1,1718,3	//猎人之弓
1,1750,12	//箭矢
1,1751,12	//银箭矢
1,1752,12	//火箭矢
1,1753,12	//钢铁箭矢
1,1754,12	//水灵箭矢
1,1755,12	//风灵箭矢
1,1756,12	//地灵箭矢
1,1757,12	//无形箭矢
1,1758,12	//昏迷箭矢
1,1759,12	//冰冻箭矢
1,1760,12	//光芒箭矢
1,1761,12	//诅咒箭矢
1,1762,12	//铁锈箭矢
1,1763,12	//毒箭矢
1,1764,12	//锐利箭矢
1,1765,12	//神之金属箭矢
1,1767,12	//影子箭矢
1,1768,12	//睡眠箭矢
1,1769,12	//宁静箭矢
1,1770,12	//铁箭矢
1,1801,3	//虎爪拳套
1,1802,3	//虎爪拳套
1,1803,3	//钢铁拳套
1,1804,3	//钢铁拳套
1,1805,3	//贺勒拳套
1,1806,3	//贺勒拳套
1,1807,3	//升龙拳套
1,1808,3	//升龙拳套
1,1809,3	//龙爪拳套
1,1810,3	//龙爪拳套
1,1811,3	//鹰爪拳套
1,1812,3	//鹰爪拳套
1,1901,3	//小提琴
1,1902,3	//小提琴
1,1903,3	//曼陀林
1,1904,3	//曼陀林
1,1905,3	//鲁特琴
1,1906,3	//鲁特琴
1,1907,3	//吉他
1,1908,3	//吉他
1,1909,3	//竖琴
1,1910,3	//竖琴
1,1911,3	//焚鹤琴
1,1912,3	//焚鹤琴
1,1950,3	//鞭子
1,1951,3	//鞭子
1,1952,3	//细长鞭子
1,1953,3	//细长鞭子
1,1954,3	//钢铁鞭子
1,1955,3	//钢铁鞭子
1,1956,3	//流星鞭子
1,1957,3	//流星鞭子
1,1958,3	//幸运鞭子
1,1959,3	//幸运鞭子
1,1960,3	//玛哪鞭子
1,1961,3	//玛哪鞭子
1,2101,3	//铁盾
1,2102,3	//铁盾
1,2103,3	//圆盾
1,2104,3	//圆盾
1,2105,3	//钢盾
1,2106,3	//钢盾
1,2107,3	//镜盾
1,2108,3	//镜盾
1,2109,3	//谎言纪录本
1,2112,3	//初学者铁盾
1,2201,3	//太阳眼镜
1,2203,3	//眼镜
1,2205,3	//泳镜
1,2206,3	//婚礼头纱
1,2207,3	//花朵头饰
1,2208,3	//紫蝶发带
1,2209,3	//紫蝶发带
1,2210,3	//发箍
1,2211,3	//方头巾
1,2212,3	//独眼龙眼罩
1,2213,3	//猫耳发圈
1,2214,3	//兔耳发圈
1,2215,3	//花发圈
1,2216,3	//圣职之帽
1,2217,3	//圣职之帽
1,2218,3	//口罩
1,2220,3	//渔夫帽
1,2221,3	//渔夫帽
1,2222,3	//圆帽
1,2223,3	//圆帽
1,2224,3	//防风皮革眼镜
1,2225,3	//防风皮革眼镜
1,2226,3	//无边帽
1,2227,3	//无边帽
1,2228,3	//金属头盔
1,2229,3	//金属头盔
1,2230,3	//宝石头盔
1,2231,3	//宝石头盔
1,2232,3	//头箍
1,2233,3	//头箍
1,2236,3	//圣诞帽
1,2239,3	//单眼眼镜
1,2241,3	//白胡须
1,2242,3	//高级太阳眼镜
1,2243,3	//旋转眼镜
1,2244,3	//红蝶发带
1,2245,3	//绅士帽
1,2246,3	//黄金帽
1,2247,3	//回忆帽
1,2248,3	//牛仔帽
1,2249,1	//黄金冠冕
1,2250,3	//粉纱发圈
1,2251,3	//神圣之帽
1,2252,3	//魔法帽
1,2253,3	//向日葵头饰
1,2254,1	//天使发圈
1,2255,1	//恶魔发圈
1,2257,3	//兽角头饰
1,2258,1	//尖角发圈
1,2259,3	//竹蜻蜓发圈
1,2260,3	//迷你眼镜
1,2261,3	//普隆德拉军帽
1,2262,3	//小丑鼻子
1,2263,3	//时髦眼罩
1,2265,3	//侍卫口罩
1,2266,3	//金属口罩
1,2267,3	//香烟
1,2268,3	//烟斗
1,2269,3	//花叶
1,2270,3	//草叶
1,2271,3	//眼镜头饰
1,2274,1	//亡者发箍
1,2275,3	//头巾
1,2276,3	//大眼睛眼镜
1,2277,3	//护士帽
1,2278,3	//笑脸面具
1,2279,3	//火线头饰
1,2282,3	//光环
1,2285,3	//苹果头饰
1,2287,3	//海盗头巾
1,2288,3	//整人面具
1,2289,3	//粪便帽
1,2290,3	//葬礼帽
1,2291,3	//蝴蝶假面
1,2294,3	//星星发夹
1,2295,3	//眼罩
1,2297,3	//哥布灵面具
1,2298,3	//触角头饰
1,2299,3	//兽人头盔
1,2301,3	//棉衬衫
1,2302,3	//棉衬衫
1,2303,3	//皮制外套
1,2304,3	//皮制外套
1,2305,3	//冒险衣
1,2306,3	//冒险衣
1,2307,3	//大衣
1,2308,3	//大衣
1,2309,3	//长大衣
1,2310,3	//长大衣
1,2311,3	//毛皮大衣
1,2312,3	//铁制铠甲
1,2313,3	//铁制铠甲
1,2314,3	//钢铁锁子甲
1,2315,3	//钢铁锁子甲
1,2316,3	//钢铁铠甲
1,2317,3	//钢铁铠甲
1,2318,3	//秘衣 美德
1,2320,3	//西装外套
1,2321,3	//丝质外袍
1,2322,3	//丝质外袍
1,2323,3	//圣职之袍
1,2324,3	//圣职之袍
1,2325,3	//圣职之衣
1,2326,3	//圣职之衣
1,2328,3	//木制铠甲
1,2329,3	//木制铠甲
1,2330,3	//紧身便衣
1,2331,3	//紧身便衣
1,2332,3	//秘银之衣
1,2333,3	//秘银之衣
1,2335,3	//盗贼之衣
1,2336,3	//盗贼之衣
1,2337,3	//忍服 血樱
1,2338,3	//结婚礼服
1,2339,3	//三角裤
1,2340,3	//初学者胸铠
1,2341,3	//秘银金属铠甲
1,2352,3	//初学者忍者斗篷
1,2401,3	//轻便鞋
1,2402,3	//轻便鞋
1,2403,3	//长靴
1,2404,3	//长靴
1,2405,3	//战士长靴
1,2406,3	//战士长靴
1,2407,3	//玻璃鞋
1,2408,3	//脚链
1,2409,3	//抗魔鞋
1,2411,3	//重靴
1,2414,3	//初学者海滩鞋
1,2501,3	//连帽披肩
1,2502,3	//连帽披肩
1,2503,3	//披肩
1,2504,3	//披肩
1,2505,3	//斗篷
1,2506,3	//斗篷
1,2507,3	//伯爵斗篷
1,2508,3	//抗魔斗篷
1,2510,3	//初学者阴险披肩
1,2601,3	//力量戒指
1,2602,3	//智力耳环
1,2603,3	//体力项链
1,2604,3	//防御手套
1,2605,3	//敏捷别针
1,2607,3	//发夹
1,2608,3	//幸运珠链
1,2609,3	//骷髅戒指
1,2610,3	//金戒指
1,2611,3	//银戒指
1,2612,3	//花戒指
1,2613,3	//钻石戒指
1,2617,3	//智慧手套
1,2618,3	//黑狐颈链
1,2621,1	//力量戒指
1,2622,1	//智力耳环
1,2623,1	//体力项链
1,2624,1	//防御手套
1,2625,1	//敏捷别针
1,2626,1	//幸运珠链
1,2627,3	//皮带
1,2628,3	//初学者手镯
1,5002,1	//首领冠冕
1,5003,3	//小丑帽
1,5005,3	//防毒面具
1,5006,3	//颓废眼镜
1,5008,3	//花冠
1,5009,3	//安全帽
1,5010,3	//印地安发箍
1,5011,3	//天线头饰
1,5014,3	//剑士头盔
1,5015,3	//蛋壳帽
1,5030,3	//熊猫帽
1,5035,3	//波利帽
1,5037,3	//水果皮帽
1,5055,3	//初学者蛋壳帽
1,5085,1	//红色小发带
1,5088,3	//吓坏眼的假面
1,5089,3	//讨厌的假面
1,5090,3	//哥布灵首领假面
1,7001,12	//霉菌粉末
1,7002,12	//兽人之牙
1,7003,12	//虎蜥皮
1,7004,12	//泥团
1,7005,12	//骷髅头
1,7006,12	//红色蝙蝠翅膀
1,7007,12	//巨鼠指甲
1,7008,12	//钢硬之角
1,7009,12	//彩色外皮
1,7010,12	//铁蝎尾巴
1,7011,12	//猴子指甲
1,7012,12	//强韧鳞梗
1,7013,12	//珊瑚
1,7014,12	//破旧画像
1,7015,12	//回忆书签
1,7016,12	//老旧汤匙
1,7026,12	//钟塔之钥
1,7027,12	//钟塔钥匙
1,7030,12	//沙漠之狼之指甲
1,7031,12	//破旧平底锅
1,7032,12	//蛋壳碎片
1,7033,12	//毒魔菇芽孢
1,7034,12	//破洞圣诞袜
1,7035,12	//火柴
1,7036,12	//卡仑之牙
1,7038,12	//毛线
1,7041,12	//黄晶沙的一角
1,7047,12	//爱丽丝的围裙
1,7048,12	//狮鹫兽的指甲
1,7049,12	//石头
1,7053,12	//赛依伐
1,7054,12	//布里刊
1,7059,12	//卡普拉仓库 免费利用券
1,7060,12	//卡普拉传送点 免费利用券
1,7061,12	//卡普拉手推车 免费利用券
1,7063,12	//柔软的羽毛
1,7064,12	//蜻蜓的翅膀
1,7065,12	//海獭的皮革
1,7066,12	//冰块一角
1,7067,12	//石头一角
1,7068,12	//燃烧一半的木材
1,7069,12	//破裂的铠甲一角
1,7070,12	//破裂的硬壳
1,7071,12	//破烂烂的衣服
1,7072,12	//锈的飞镖
1,7093,12	//齿轮
1,7094,12	//未知的碎片
1,7095,12	//金属破片
1,7096,12	//凝固的岩浆
1,7097,12	//燃烧的心脏
1,7098,12	//火种
1,7099,12	//老旧魔法图
1,7100,12	//尖锐的叶子
1,7101,12	//七彩大嘴鸟之羽
1,7106,12	//魔羌之角
1,7107,12	//魔羌之毛皮
1,7108,12	//盾牌的碎片
1,7109,12	//闪亮的枪锥
1,7110,12	//破裂之剑
1,7111,12	//光滑的纸
1,7112,12	//恐怖的纸刃
1,7113,12	//破碎的法老王象征
1,7114,12	//杜唐卡门面具
1,7115,12	//哈比的羽毛
1,7116,12	//哈比的指甲
1,7117,12	//撕裂的魔法书
1,7118,12	//撕裂的卷轴
1,7119,12	//菌丝
1,7120,12	//燃烧的马蹄铁
1,7121,12	//蜂蜜罐
1,7122,12	//炙热的毛
1,7123,12	//龙皮
1,7124,12	//砂团
1,7125,12	//蝎子之螯
1,7126,12	//巨大杰勒比结晶
1,7134,12	//药钵
1,7135,12	//火烟瓶
1,7136,12	//盐酸瓶
1,7137,12	//噬人植物瓶
1,7138,12	//刺锤瓶
1,7139,12	//护贝药
1,7149,12	//黄色碟子
1,7150,12	//竹筒
1,7151,12	//油纸
1,7152,12	//光泽的头发
1,7153,12	//旧和服
1,7154,12	//毒粉
1,7155,12	//牛蛙之皮
1,7156,12	//破旧之手里剑
1,7157,12	//黑色覆面
1,7158,12	//破碎的酒缸
1,7159,12	//天狗的鼻子
1,7161,12	//拉链熊毛皮
1,7162,12	//片云
1,7163,12	//锐利的触角
1,7164,12	//石榴桃
1,7165,12	//害羞之服
1,7166,12	//柔软的绸缎布
1,7167,12	//魔幻拉链
1,7168,12	//巨大翅膀
1,7169,12	//太极盘
1,7170,12	//燕尾服
1,7171,12	//花豹外皮
1,7172,12	//花豹指甲
1,7174,12	//缎带
1,7175,12	//包装纸
1,7182,12	//可可
1,7186,12	//细长梗
1,7187,12	//庆典面具
1,7188,12	//褐色树根
1,7189,12	//树木心脏
1,7190,12	//昆虫硬壳
1,7191,12	//纸灯笼
1,7192,12	//小风车手里刀
1,7193,12	//绿芽
1,7194,12	//柔软的草叶
1,7195,12	//弹弓
1,7196,12	//木制护肩
1,7197,12	//强韧木藤条
1,7198,12	//巨大叶子
1,7200,12	//橡皮筋
1,7201,12	//木块
1,7202,12	//巨象甲虫之螯
1,7203,12	//坚硬树枝
1,7205,12	//黑色布条
1,7206,12	//黑猫娃娃
1,7207,12	//旧斗篷
1,7208,12	//生锈厨刀
1,7209,12	//无颅武士的头盔
1,7210,12	//无颅武士的铠甲一角
1,7211,12	//罗诫塔石头碎片
1,7212,12	//吊颈娃娃
1,7213,12	//绣针包
1,7214,12	//蝙蝠笼子
1,7215,12	//断针
1,7216,12	//红色围巾
1,7217,12	//缠线筒
1,7218,12	//腐烂的绳子
1,7219,12	//彩色袜子
1,7220,12	//绿色粘稠物
1,7221,12	//纠缠铁链
1,7222,12	//原木块
1,7223,12	//扭曲的自画像
1,7225,12	//南瓜灯笼
1,7262,12	//折扇
1,7263,12	//猫眼石
1,7264,12	//干沙子
1,7265,12	//舞狮之角
1,7266,12	//舞狮的假牙
1,7267,12	//豹纹内裤
1,7268,12	//小鬼灵
1,7269,12	//围兜兜
1,7270,12	//婴儿的奶瓶
1,10001,3	//牛角骨盔
1,10002,3	//宠物防毒面具
1,10003,3	//潜水头盔
1,10004,3	//宠物奶嘴
1,10005,3	//三色假发
1,10006,3	//蛇饰发箍
1,10007,3	//宠物发带
1,10008,3	//体罚棒
1,10009,3	//野生花
1,10010,3	//变形锅子
1,10011,3	//宠物发夹
1,10012,3	//宠物蛋壳帽
1,10013,3	//宠物书包
1,10014,3	//蝗虫眼镜
1,10015,3	//宠物围兜兜
1,10016,3	//宠物铃铛
1,10017,3	//树皮裤
1,10018,3	//猴子发箍
1,10019,3	//红色领巾
1,10020,3	//灵幻道士之剑
1,7561,21	// 冰心脏
1,7562,21	// 冰鳞片
1,7563,21	// 血光的卢恩
1,7564,21	// 腐臭之肉
1,7565,21	// 粘稠的毒
1,7751,34	// 破旧的白衣
1,7752,32	// 摇晃的骷髅
1,7753,34	// 断裂的农器具
1,2123,1	// 欧罗莱昂的铁盘
1,2124,1	// 刺针盾牌
1,2365,1	// 欧罗莱昂的制服
1,2125,1	// 强硬钢盾
1,2420,1	// 天使的降临
1,5122,1	// 魔术无边帽
1,5175,1	// 马赛克
1,1264,1	// 多变拳刃
1,1269,1	// 茵博斯拳刃
1,1271,1	// 血泪拳刃
1,1370,1	// 特别的福袋
1,1376,1	// 初学者经验值倍增书箱子
1,1377,1	// 狂暴飓风斧
1,1478,1	// 尔休披斯枪
1,13304,1	// 风魔飞镖明净
1,1730,1	// 燃烧之弓
1,1731,1	// 冰冻之弓
1,1732,1	// 大地之弓
1,1733,1	// 疾风之弓
1,1818,1	// 岩浆拳套
1,1819,1	// 冰柱拳套
1,1820,1	// 雷电拳套
1,1821,1	// 大地拳套
1,1822,1	// 连击的套甲
1,1919,1	// 低音吉他
1,1972,1	// 电鳗鞭
1,1973,1	// 海洋魔女之脚鞭
1,1974,1	// 红萝卜鞭
1,13200,1	// 子弹
1,13201,1	// 银色子弹
1,13202,1	// 红色子弹
1,13203,1	// 火焰子弹
1,13204,1	// 雷击子弹
1,13205,1	// 毒物子弹
1,13206,1	// 暗盲子弹
1,13207,1	// 冰冻子弹
1,13167,1	// 短口创DD
1,13168,1	// Thunder-P
1,13163,1	// 长身来福枪
1,13170,2	// 操作杆来福枪
1,13164,1	// 长身来福枪 [1]
